File,Line,URL,Link Text,Type,Status,Issue Type,HTTP Status,Relevance Score,Suggested Action,Repair Available,Suggested URL,Repair Confidence,Notes
2024-12-03-context-windows-llms.md,262,https://arxiv.org/abs/2009.06732,Efficient Transformers survey paper,citation,valid,,200,,,No,,,
2024-12-03-context-windows-llms.md,262,https://www.anthropic.com/research),,citation,broken,not_found,404,,,No,,,
2024-12-03-context-windows-llms.md,262,https://arxiv.org/abs/2009.06732),,citation,broken,not_found,404,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,261,https://csrc.nist.gov/pubs/ir/8413/final,Getting Ready for Post-Quantum Cryptography,news,broken,not_found,404,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,261,https://csrc.nist.gov/pubs/ir/8413/final),,news,broken,not_found,404,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,262,https://www.etsi.org/technologies/quantum-safe-cryptography,Quantum-Safe Cryptography,news,valid,,200,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,262,https://www.etsi.org/technologies/quantum-safe-cryptography),,news,broken,not_found,404,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,263,https://www.enisa.europa.eu/topics/cryptography/post-quantum-cryptography,Post-Quantum Cryptography,news,broken,not_found,404,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,263,https://www.enisa.europa.eu/topics/cryptography/post-quantum-cryptography),,news,broken,not_found,404,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,264,https://qiskit.org/textbook/ch-algorithms/shor.html,IBM Quantum Network,news,valid,,200,,,No,,,
2024-04-30-quantum-resistant-cryptography-guide.md,264,https://qiskit.org/textbook/ch-algorithms/shor.html),,news,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,314,https://arxiv.org/abs/1412.6572,Adversarial Examples in Deep Learning,citation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,314,https://arxiv.org/abs/1412.6572)**,,citation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,318,https://arxiv.org/abs/2106.15764,The Threat of Offensive AI to Organizations,citation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,318,https://arxiv.org/abs/2106.15764)**,,citation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,324,https://arxiv.org/abs/1812.07858,Machine Learning for Cybersecurity Survey,citation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,324,https://arxiv.org/abs/1812.07858)**,,citation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,328,https://arxiv.org/abs/1901.03407,Deep Learning for Anomaly Detection: A Survey,citation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,328,https://arxiv.org/abs/1901.03407)**,,citation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,334,https://attack.mitre.org/,MITRE ATT&CK Framework,documentation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,334,https://attack.mitre.org/)**,,documentation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,335,https://www.nist.gov/itl/ai-risk-management-framework,NIST AI Risk Management Framework,inline,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,335,https://www.nist.gov/itl/ai-risk-management-framework)**,,inline,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,336,https://owasp.org/www-project-top-10-for-large-language-model-applications/,OWASP Top 10 for LLM Applications,documentation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,336,https://owasp.org/www-project-top-10-for-large-language-model-applications/)**,,documentation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,340,https://www.mandiant.com/resources/blog,Mandiant Threat Intelligence,news,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,340,https://www.mandiant.com/resources/blog)**,,news,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,341,https://www.crowdstrike.com/global-threat-report/,CrowdStrike Global Threat Report,citation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,341,https://www.crowdstrike.com/global-threat-report/)**,,citation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,342,https://www.verizon.com/business/resources/reports/dbir/,Verizon DBIR,citation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,342,https://www.verizon.com/business/resources/reports/dbir/)**,,citation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,358,https://www.weforum.org/stories/2024/02/ai-cybersecurity-how-to-navigate-the-risks-and-opportunities/,AI and cybersecurity: How to navigate the risks and opportunities,documentation,degraded,http_403,403,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,358,https://www.weforum.org/stories/2024/02/ai-cybersecurity-how-to-navigate-the-risks-and-opportunities/),,documentation,degraded,http_403,403,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,359,https://www.accenture.com/us-en/blogs/security/how-ai-shaping-cybersecurity-strategies,How is AI shaping the cybersecurity strategies of tomorrow?,documentation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,359,https://www.accenture.com/us-en/blogs/security/how-ai-shaping-cybersecurity-strategies),,documentation,broken,not_found,404,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,360,https://www.csoonline.com/article/3619006/generative-ai-cybersecurity-use-cases-are-expanding-fast-but-experts-say-caution-is-warranted.html,Gen AI use cases rising rapidly for cybersecurity — but concerns remain,documentation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,360,https://www.csoonline.com/article/3619006/generative-ai-cybersecurity-use-cases-are-expanding-fast-but-experts-say-caution-is-warranted.html),,documentation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,361,https://www.nist.gov/itl/ai-risk-management-framework,NIST AI Risk Management Framework,documentation,valid,,200,,,No,,,
2024-05-14-ai-new-frontier-cybersecurity.md,361,https://www.nist.gov/itl/ai-risk-management-framework),,documentation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,287,https://www.ibm.com/security/data-breach,85% reduction in lateral movement capability,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,287,https://www.ibm.com/security/data-breach),,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,288,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,70% decrease in privileged access exposure,inline,broken,not_found,404,,,Yes,https://web.archive.org/web/20250911174722/https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,70,Historical snapshot - content may be outdated
2024-07-09-zero-trust-architecture-implementation.md,288,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,289,https://www.cisa.gov/zero-trust-maturity-model,95% of network traffic now encrypted,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,289,https://www.cisa.gov/zero-trust-maturity-model),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,292,https://www.verizon.com/business/resources/reports/dbir/,75% faster incident detection time,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,292,https://www.verizon.com/business/resources/reports/dbir/),,documentation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,293,https://www.ibm.com/security/data-breach,60% reduction in incident impact scope,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,293,https://www.ibm.com/security/data-breach),,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,294,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,90% improvement in forensic capability,inline,broken,not_found,404,,,Yes,https://web.archive.org/web/20250911174722/https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,70,Historical snapshot - content may be outdated
2024-07-09-zero-trust-architecture-implementation.md,294,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,299,https://www.microsoft.com/en-us/security/business/zero-trust,15% decrease in productivity during transition,citation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,299,https://www.microsoft.com/en-us/security/business/zero-trust),,citation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,300,https://cloud.google.com/beyondcorp,10% increase in productivity after full implementation,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,300,https://cloud.google.com/beyondcorp),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,301,https://www.cisa.gov/zero-trust-maturity-model,50% reduction in password reset requests,citation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,301,https://www.cisa.gov/zero-trust-maturity-model),,citation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,304,https://www.paloaltonetworks.com/cyberpedia/what-is-a-zero-trust-architecture,40% reduction in security operations center workload,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,304,https://www.paloaltonetworks.com/cyberpedia/what-is-a-zero-trust-architecture),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,305,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,60% decrease in access management overhead,inline,broken,not_found,404,,,Yes,https://web.archive.org/web/20250911174722/https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,70,Historical snapshot - content may be outdated
2024-07-09-zero-trust-architecture-implementation.md,305,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,306,https://www.ibm.com/security/data-breach,80% improvement in compliance reporting accuracy,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,306,https://www.ibm.com/security/data-breach),,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,409,https://arxiv.org/abs/2410.18291,Enhancing Enterprise Security with Zero Trust Architecture,citation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,409,https://arxiv.org/abs/2410.18291)**,,citation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,413,https://www.researchgate.net/publication/389520879,Beyond the Firewall: Implementing Zero Trust with Network Microsegmentation,citation,degraded,http_403,403,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,413,https://www.researchgate.net/publication/389520879)**,,citation,degraded,http_403,403,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,417,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4725283,Zero Trust Architecture in Cloud Networks,citation,degraded,http_403,403,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,417,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4725283)**,,citation,degraded,http_403,403,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,423,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,NIST SP 800-207: Zero Trust Architecture,documentation,broken,not_found,404,,,Yes,https://web.archive.org/web/20250911174722/https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,70,Historical snapshot - content may be outdated
2024-07-09-zero-trust-architecture-implementation.md,423,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf)**,,documentation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,425,https://www.cisa.gov/zero-trust-maturity-model,CISA Zero Trust Maturity Model,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,425,https://www.cisa.gov/zero-trust-maturity-model)**,,documentation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,427,https://dodcio.defense.gov/Portals/0/Documents/Library/DoD-ZTStrategy.pdf,DoD Zero Trust Reference Architecture,documentation,degraded,http_403,403,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,427,https://dodcio.defense.gov/Portals/0/Documents/Library/DoD-ZTStrategy.pdf)**,,documentation,degraded,http_403,403,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,432,https://cloud.google.com/beyondcorp,Google BeyondCorp,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,432,https://cloud.google.com/beyondcorp),,documentation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,433,https://www.microsoft.com/en-us/security/business/zero-trust,Microsoft Zero Trust,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,433,https://www.microsoft.com/en-us/security/business/zero-trust),,documentation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,434,https://www.paloaltonetworks.com/cyberpedia/what-is-a-zero-trust-architecture,Palo Alto Networks Zero Trust,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,434,https://www.paloaltonetworks.com/cyberpedia/what-is-a-zero-trust-architecture),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,438,https://www.ibm.com/security/data-breach,IBM Cost of a Data Breach Report 2024,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,438,https://www.ibm.com/security/data-breach),,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,439,https://www.verizon.com/business/resources/reports/dbir/,Verizon Data Breach Investigations Report,documentation,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,439,https://www.verizon.com/business/resources/reports/dbir/),,documentation,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,456,https://csrc.nist.gov/publications/detail/sp/800-207/final,NIST Zero Trust Architecture (SP 800-207),inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,456,https://csrc.nist.gov/publications/detail/sp/800-207/final),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,457,https://www.cisa.gov/sites/default/files/publications/CISA%20Zero%20Trust%20Maturity%20Model_Draft.pdf,Zero Trust Maturity Model,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,457,https://www.cisa.gov/sites/default/files/publications/CISA%20Zero%20Trust%20Maturity%20Model_Draft.pdf),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,458,https://cloud.google.com/beyondcorp,BeyondCorp: A New Approach to Enterprise Security,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,458,https://cloud.google.com/beyondcorp),,inline,broken,not_found,404,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,459,https://www.oreilly.com/library/view/zero-trust-networks/9781491962183/,Zero Trust Network Security,inline,valid,,200,,,No,,,
2024-07-09-zero-trust-architecture-implementation.md,459,https://www.oreilly.com/library/view/zero-trust-networks/9781491962183/),,inline,broken,not_found,404,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,123,https://owasp.org/www-project-top-ten/,OWASP Top 10,inline,valid,,200,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,123,https://owasp.org/www-project-top-ten/),,inline,broken,not_found,404,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,124,https://www.sans.org/top25-software-errors/,SANS Top 25 Software Errors,inline,valid,,200,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,124,https://www.sans.org/top25-software-errors/),,inline,broken,not_found,404,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,125,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html,OWASP Input Validation Cheat Sheet,inline,valid,,200,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,125,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html),,inline,broken,not_found,404,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,126,https://cheatsheetseries.owasp.org/cheatsheets/DotNet_Security_Cheat_Sheet.html,.NET Security Cheat Sheet,inline,valid,,200,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,126,https://cheatsheetseries.owasp.org/cheatsheets/DotNet_Security_Cheat_Sheet.html),,inline,broken,not_found,404,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,127,https://cwe.mitre.org/,Common Weakness Enumeration (CWE),inline,valid,,200,,,No,,,
2024-01-08-writing-secure-code-developers-guide.md,127,https://cwe.mitre.org/),,inline,broken,not_found,404,,,No,,,
2024-08-27-zero-trust-security-principles.md,32,https://images.unsplash.com/photo-1555949963-ff9fe0c870eb?w=1920&q=80,Digital security concept with code and lock symbols,inline,valid,,200,,,No,,,
2024-08-27-zero-trust-security-principles.md,32,https://images.unsplash.com/photo-1555949963-ff9fe0c870eb?w=1920&q=80),,inline,valid,,200,,,No,,,
2024-08-27-zero-trust-security-principles.md,267,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,NIST Special Publication 800-207 on Zero Trust Architecture,inline,broken,not_found,404,,,Yes,https://web.archive.org/web/20250911174722/https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,70,Historical snapshot - content may be outdated
2024-08-27-zero-trust-security-principles.md,267,https://www.cisa.gov/zero-trust-maturity-model,CISA Zero Trust Maturity Model,inline,valid,,200,,,No,,,
2024-08-27-zero-trust-security-principles.md,267,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf),,inline,broken,not_found,404,,,No,,,
2024-08-27-zero-trust-security-principles.md,267,https://www.cisa.gov/zero-trust-maturity-model),,inline,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,73,https://arxiv.org/abs/2507.22893,"Giuseppe Riva's groundbreaking research on ""Cognitive Infrastructure Studies""",citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,73,https://arxiv.org/abs/2507.22893),,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,114,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647168/,96% of AI-generated clinical alerts are ignored due to alert fatigue,news,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,114,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647168/).,,news,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,118,https://link.springer.com/article/10.1007/s10639-024-12456-4,AI improves student performance in 59% of cases and engagement in 36%,citation,broken,not_found,404,,,Yes,https://doi.org/10.1007/s10639-024-12456-4,95,Permanent DOI resolution
2025-08-09-ai-cognitive-infrastructure.md,118,https://link.springer.com/article/10.1007/s10639-024-12456-4).,,citation,broken,not_found,404,,,Yes,https://doi.org/10.1007/s10639-024-12456-4).,95,Permanent DOI resolution
2025-08-09-ai-cognitive-infrastructure.md,148,https://www.worldbank.org/en/programs/govtech/gtmi,87% of surveyed cities planning or piloting generative AI initiatives,inline,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,148,"https://www.worldbank.org/en/programs/govtech/gtmi),",,inline,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,348,https://arxiv.org/abs/2507.22893,Invisible Architectures of Thought: Toward a New Science of AI as Cognitive Infrastructure,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,348,https://arxiv.org/abs/2507.22893)**,,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,352,https://www.media.mit.edu/publications/,Your Brain on ChatGPT: Accumulation of Cognitive Debt,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,352,https://www.media.mit.edu/publications/)**,,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,356,https://www.mdpi.com/2075-4698/15/1/2,AI Tools in Society: Impacts on Cognitive Offloading and the Future of Critical Thinking,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,356,https://www.mdpi.com/2075-4698/15/1/2)**,,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,362,https://www.marketsandmarkets.com/Market-Reports/ai-infrastructure-market.asp,Artificial Intelligence Infrastructure Market Report,citation,degraded,http_406,406,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,362,https://www.marketsandmarkets.com/Market-Reports/ai-infrastructure-market.asp)**,,citation,degraded,http_406,406,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,366,https://www.idc.com/getdoc.jsp?containerId=prUS52195024,IDC: AI Infrastructure Spending to Surpass $200Bn,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,366,https://www.idc.com/getdoc.jsp?containerId=prUS52195024)**,,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,372,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8075456/,Clinical Decision Support Systems: State of the Art,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,372,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8075456/)**,,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,376,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647168/,Alert Fatigue in Electronic Health Records,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,376,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7647168/)**,,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,382,https://link.springer.com/article/10.1007/s10639-024-12456-4,AI in Education: A Systematic Review,citation,broken,not_found,404,,,Yes,https://doi.org/10.1007/s10639-024-12456-4,95,Permanent DOI resolution
2025-08-09-ai-cognitive-infrastructure.md,382,https://link.springer.com/article/10.1007/s10639-024-12456-4)**,,citation,broken,not_found,404,,,Yes,https://doi.org/10.1007/s10639-024-12456-4),95,Permanent DOI resolution
2025-08-09-ai-cognitive-infrastructure.md,388,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics,UNESCO Recommendation on the Ethics of AI,inline,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,388,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics)**,,inline,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,392,https://www.worldbank.org/en/programs/govtech/gtmi,The GovTech Maturity Index,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,392,https://www.worldbank.org/en/programs/govtech/gtmi)**,,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,398,https://www.sciencedirect.com/science/article/pii/S1364661316000383,Cognitive Offloading: A Framework,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,398,https://www.sciencedirect.com/science/article/pii/S1364661316000383)**,,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,402,https://www.jstor.org/stable/3328150,The Extended Mind Thesis,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,402,https://www.jstor.org/stable/3328150)**,,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,408,https://arxiv.org/abs/2401.09241,Quantum-AI Integration Roadmap,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,408,https://arxiv.org/abs/2401.09241)**,,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,412,https://www.fhi.ox.ac.uk/reports/agi-timeline-surveys/,AGI Timeline Predictions: Expert Survey,citation,error,connection_error,,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,412,https://www.fhi.ox.ac.uk/reports/agi-timeline-surveys/)**,,citation,error,connection_error,,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,418,https://www.grandviewresearch.com/industry-analysis/cognitive-computing-market,Cognitive Computing Market Analysis,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,418,https://www.grandviewresearch.com/industry-analysis/cognitive-computing-market)**,,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,419,https://www.gartner.com/en/documents/4018123,Edge AI Market Report,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,419,https://www.gartner.com/en/documents/4018123)**,,citation,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,420,https://gdpr-info.eu/art-22-gdpr/,GDPR Article 22: Automated Decision-Making,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,420,https://gdpr-info.eu/art-22-gdpr/)**,,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,421,https://www.nist.gov/itl/ai-risk-management-framework,NIST AI Risk Management Framework,citation,valid,,200,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,421,https://www.nist.gov/itl/ai-risk-management-framework)**,,citation,broken,not_found,404,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,422,https://partnershiponai.org/publications/,Partnership on AI Publications,news,degraded,http_403,403,,,No,,,
2025-08-09-ai-cognitive-infrastructure.md,422,https://partnershiponai.org/publications/)**,,news,degraded,http_403,403,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,132,https://www.khanacademy.org/computing/computer-science/cryptography,Cryptography,inline,valid,,200,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,132,https://www.khanacademy.org/computing/computer-science/cryptography),,inline,valid,,200,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,133,https://www.crypto101.io/,Crypto 101,inline,valid,,200,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,133,https://www.crypto101.io/),,inline,broken,not_found,404,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,134,https://www.coursera.org/learn/crypto,Cryptography I,inline,valid,,200,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,134,https://www.coursera.org/learn/crypto),,inline,broken,not_found,404,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,135,https://www.udacity.com/course/applied-cryptography--cs387,Applied Cryptography,inline,valid,,200,,,No,,,
2024-01-18-demystifying-cryptography-beginners-guide.md,135,https://www.udacity.com/course/applied-cryptography--cs387),,inline,broken,not_found,404,,,No,,,
2024-01-30-securing-cloud-native-frontier.md,169,https://www.cncf.io/blog/2021/06/17/best-practices-for-cloud-native-security/,Cloud Native Security Best Practices,news,degraded,http_403,403,,,No,,,
2024-01-30-securing-cloud-native-frontier.md,169,https://www.cncf.io/blog/2021/06/17/best-practices-for-cloud-native-security/),,news,degraded,http_403,403,,,No,,,
2024-01-30-securing-cloud-native-frontier.md,170,https://cloud.google.com/learn/what-is-cloud-native-security,What is Cloud-Native Security?,news,broken,not_found,404,,,No,,,
2024-01-30-securing-cloud-native-frontier.md,170,https://cloud.google.com/learn/what-is-cloud-native-security),,news,broken,not_found,404,,,No,,,
2024-01-30-securing-cloud-native-frontier.md,171,https://www.redhat.com/en/topics/cloud-native-apps/what-is-cloud-native-security,What is Cloud-Native Security?,news,broken,not_found,404,,,No,,,
